,errors,samples_type
0,1.0,train
1,1.0,train
2,1.0,train
3,1.0,train
4,1.0,train
5,1.0,train
6,1.0,train
7,1.0,train
8,1.0,train
9,1.0,train
10,1.0,train
11,1.0,train
12,1.0,train
13,1.0,train
14,1.0,train
15,1.0,train
16,1.0,train
17,1.0,train
18,1.0,train
19,1.0,train
20,1.0,train
21,1.0,train
22,1.0,train
23,1.0,train
24,1.0,train
25,1.0,train
26,1.0,train
27,1.0,train
28,1.0,train
29,1.0,train
30,1.0,train
31,1.0,train
32,1.0,train
33,1.0,train
34,1.0,train
35,1.0,train
36,1.0,train
37,1.0,train
38,1.0,train
39,1.0,train
40,1.0,train
41,1.0,train
42,1.0,train
43,1.0,train
44,1.0,train
45,1.0,train
46,1.0,train
47,1.0,train
48,1.0,train
49,1.0,train
50,1.0,train
51,1.0,train
52,1.0,train
53,1.0,train
54,1.0,train
55,1.0,train
56,1.0,train
57,1.0,train
58,1.0,train
59,1.0,train
60,1.0,train
61,1.0,train
62,1.0,train
63,1.0,train
64,1.0,train
65,1.0,train
66,1.0,train
67,1.0,train
68,1.0,train
69,1.0,train
70,1.0,train
71,1.0,train
72,1.0,train
73,1.0,train
74,1.0,train
75,1.0,train
76,1.0,train
77,1.0,train
78,1.0,train
79,1.0,train
80,1.0,train
81,1.0,train
82,1.0,train
83,1.0,train
84,1.0,train
85,1.0,train
86,1.0,train
87,1.0,train
88,1.0,train
89,1.0,train
90,1.0,train
91,1.0,train
92,1.0,train
93,1.0,train
94,1.0,train
95,1.0,train
96,1.0,train
97,1.0,train
98,1.0,train
99,1.0,train
100,1.0,train
101,1.0,train
102,1.0,train
103,1.0,train
104,1.0,train
105,1.0,train
106,1.0,train
107,1.0,train
108,1.0,train
109,1.0,train
110,1.0,train
111,1.0,train
112,1.0,train
113,1.0,train
114,1.0,train
115,1.0,train
116,1.0,train
117,1.0,train
118,1.0,train
119,1.0,train
120,1.0,train
121,1.0,train
122,1.0,train
123,1.0,train
124,1.0,train
125,1.0,train
126,1.0,train
127,1.0,train
128,1.0,train
129,1.0,train
130,1.0,train
131,1.0,train
132,1.0,train
133,1.0,train
134,1.0,train
135,1.0,train
136,1.0,train
137,1.0,train
138,1.0,train
139,1.0,train
140,1.0,train
141,1.0,train
142,1.0,train
143,1.0,train
144,1.0,train
145,1.0,train
146,1.0,train
147,1.0,train
148,1.0,train
149,1.0,train
150,1.0,train
151,1.0,train
152,1.0,train
153,1.0,train
154,1.0,train
155,1.0,train
156,1.0,train
157,1.0,train
158,1.0,train
159,1.0,train
160,1.0,train
161,1.0,train
162,1.0,train
163,1.0,train
164,1.0,train
165,1.0,train
166,1.0,train
167,1.0,train
168,1.0,train
169,1.0,train
170,1.0,train
171,1.0,train
172,1.0,train
173,1.0,train
174,1.0,train
175,1.0,train
176,1.0,train
177,1.0,train
178,1.0,train
179,1.0,train
180,1.0,train
181,1.0,train
182,1.0,train
183,1.0,train
184,1.0,train
185,1.0,train
186,1.0,train
187,1.0,train
188,1.0,train
189,1.0,train
190,1.0,train
191,1.0,train
192,1.0,train
193,1.0,train
194,1.0,train
195,1.0,train
196,1.0,train
197,1.0,train
198,1.0,train
199,1.0,train
200,1.0,train
201,1.0,train
202,1.0,train
203,1.0,train
204,1.0,train
205,1.0,train
206,1.0,train
207,1.0,train
208,1.0,train
209,1.0,train
210,1.0,train
211,1.0,train
212,1.0,train
213,1.0,train
214,1.0,train
215,1.0,train
216,1.0,train
217,1.0,train
218,1.0,train
219,1.0,train
220,1.0,train
221,1.0,train
222,1.0,train
223,1.0,train
224,1.0,train
225,1.0,train
226,1.0,train
227,1.0,train
228,1.0,train
229,1.0,train
230,1.0,train
231,1.0,train
232,1.0,train
233,1.0,train
234,1.0,train
235,1.0,train
236,1.0,train
237,1.0,train
238,1.0,train
239,1.0,train
240,1.0,train
241,1.0,train
242,1.0,train
243,1.0,train
244,1.0,train
245,1.0,train
246,1.0,train
247,1.0,train
248,1.0,train
249,1.0,train
250,1.0,train
251,1.0,train
252,1.0,train
253,1.0,train
254,1.0,train
255,1.0,train
256,1.0,train
257,1.0,train
258,1.0,train
259,1.0,train
260,1.0,train
261,1.0,train
262,1.0,train
263,1.0,train
264,1.0,train
265,1.0,train
266,1.0,train
267,1.0,train
268,1.0,train
269,1.0,train
270,1.0,train
271,1.0,train
272,1.0,train
273,1.0,train
274,1.0,train
275,1.0,train
276,1.0,train
277,1.0,train
278,1.0,train
279,1.0,train
280,1.0,train
281,1.0,train
282,1.0,train
283,1.0,train
284,1.0,train
285,1.0,train
286,1.0,train
287,1.0,train
288,1.0,train
289,1.0,train
290,1.0,train
291,1.0,train
292,1.0,train
293,1.0,train
294,1.0,train
295,1.0,train
296,1.0,train
297,1.0,train
298,1.0,train
299,1.0,train
300,1.0,train
301,1.0,train
302,1.0,train
0,1.0,val
1,1.0,val
2,1.0,val
3,1.0,val
4,1.0,val
5,1.0,val
6,1.0,val
7,1.0,val
8,1.0,val
9,1.0,val
10,1.0,val
11,1.0,val
12,1.0,val
13,1.0,val
14,1.0,val
15,1.0,val
16,1.0,val
17,1.0,val
18,1.0,val
19,1.0,val
20,1.0,val
21,1.0,val
22,1.0,val
23,1.0,val
24,1.0,val
25,1.0,val
26,1.0,val
27,1.0,val
28,1.0,val
29,1.0,val
30,1.0,val
31,1.0,val
32,1.0,val
33,1.0,val
34,1.0,val
35,1.0,val
36,1.0,val
37,1.0,val
38,1.0,val
39,1.0,val
40,1.0,val
41,1.0,val
42,1.0,val
43,1.0,val
44,1.0,val
45,1.0,val
46,1.0,val
47,1.0,val
48,1.0,val
49,1.0,val
50,1.0,val
51,1.0,val
52,1.0,val
53,1.0,val
54,1.0,val
55,1.0,val
56,1.0,val
57,1.0,val
58,1.0,val
59,1.0,val
60,1.0,val
61,1.0,val
62,1.0,val
63,1.0,val
64,1.0,val
65,1.0,val
66,1.0,val
67,1.0,val
68,1.0,val
69,1.0,val
70,1.0,val
71,1.0,val
72,1.0,val
73,1.0,val
74,1.0,val
75,1.0,val
76,1.0,val
77,1.0,val
78,1.0,val
79,1.0,val
80,1.0,val
81,1.0,val
82,1.0,val
83,1.0,val
84,1.0,val
85,1.0,val
86,1.0,val
87,1.0,val
88,1.0,val
89,1.0,val
90,1.0,val
91,1.0,val
92,1.0,val
93,1.0,val
94,1.0,val
95,1.0,val
96,1.0,val
97,1.0,val
98,1.0,val
99,1.0,val
100,1.0,val
101,1.0,val
102,1.0,val
103,1.0,val
104,1.0,val
105,1.0,val
106,1.0,val
107,1.0,val
108,1.0,val
109,1.0,val
110,1.0,val
111,1.0,val
112,1.0,val
113,1.0,val
114,1.0,val
115,1.0,val
116,1.0,val
117,1.0,val
118,1.0,val
119,1.0,val
120,1.0,val
121,1.0,val
122,1.0,val
123,1.0,val
124,1.0,val
125,1.0,val
126,1.0,val
127,1.0,val
128,1.0,val
129,1.0,val
130,1.0,val
131,1.0,val
132,1.0,val
0,1.0,test
1,1.0,test
2,1.0,test
3,1.0,test
4,1.0,test
5,1.0,test
6,1.0,test
7,1.0,test
8,1.0,test
9,1.0,test
10,1.0,test
11,1.0,test
12,1.0,test
13,1.0,test
14,1.0,test
15,1.0,test
16,1.0,test
17,1.0,test
18,1.0,test
19,1.0,test
20,1.0,test
21,1.0,test
22,1.0,test
23,1.0,test
24,1.0,test
25,1.0,test
26,1.0,test
27,1.0,test
28,1.0,test
29,1.0,test
30,1.0,test
31,1.0,test
32,1.0,test
33,1.0,test
34,1.0,test
35,1.0,test
36,1.0,test
37,1.0,test
38,1.0,test
39,1.0,test
40,1.0,test
41,1.0,test
42,1.0,test
43,1.0,test
44,1.0,test
45,1.0,test
46,1.0,test
47,1.0,test
48,1.0,test
49,1.0,test
50,1.0,test
51,1.0,test
52,1.0,test
53,1.0,test
54,1.0,test
55,1.0,test
56,1.0,test
57,1.0,test
58,1.0,test
59,1.0,test
60,1.0,test
61,1.0,test
62,1.0,test
63,1.0,test
64,1.0,test
65,1.0,test
66,1.0,test
67,1.0,test
68,1.0,test
69,1.0,test
70,1.0,test
71,1.0,test
72,1.0,test
73,1.0,test
74,1.0,test
75,1.0,test
76,1.0,test
77,1.0,test
78,1.0,test
79,1.0,test
80,1.0,test
81,1.0,test
82,1.0,test
83,1.0,test
84,1.0,test
85,1.0,test
86,1.0,test
87,1.0,test
88,1.0,test
89,1.0,test
90,1.0,test
91,1.0,test
92,1.0,test
93,1.0,test
94,1.0,test
95,1.0,test
96,1.0,test
97,1.0,test
98,1.0,test
99,1.0,test
100,1.0,test
101,1.0,test
102,1.0,test
103,1.0,test
104,1.0,test
105,1.0,test
106,1.0,test
107,1.0,test
108,1.0,test
109,1.0,test
110,1.0,test
111,1.0,test
112,1.0,test
113,1.0,test
114,1.0,test
115,1.0,test
116,1.0,test
117,1.0,test
118,1.0,test
119,1.0,test
120,1.0,test
121,1.0,test
122,1.0,test
123,1.0,test
124,1.0,test
125,1.0,test
126,1.0,test
127,1.0,test
128,1.0,test
129,1.0,test
130,1.0,test
131,1.0,test
132,1.0,test
133,1.0,test
134,1.0,test
135,1.0,test
136,1.0,test
137,1.0,test
138,1.0,test
139,1.0,test
140,1.0,test
141,1.0,test
142,1.0,test
143,1.0,test
144,1.0,test
145,1.0,test
146,1.0,test
147,1.0,test
148,1.0,test
149,1.0,test
150,1.0,test
151,1.0,test
152,1.0,test
153,1.0,test
154,1.0,test
155,1.0,test
156,1.0,test
157,1.0,test
158,1.0,test
159,1.0,test
160,1.0,test
161,1.0,test
162,1.0,test
163,1.0,test
164,1.0,test
165,1.0,test
166,1.0,test
167,1.0,test
168,1.0,test
169,1.0,test
170,1.0,test
171,1.0,test
172,1.0,test
173,1.0,test
174,1.0,test
175,1.0,test
176,1.0,test
177,1.0,test
178,1.0,test
179,1.0,test
180,1.0,test
181,1.0,test
182,1.0,test
183,1.0,test
184,1.0,test
185,1.0,test
186,1.0,test
187,1.0,test
188,1.0,test
189,1.0,test
190,1.0,test
191,1.0,test
192,1.0,test
193,1.0,test
194,1.0,test
195,1.0,test
196,1.0,test
197,1.0,test
198,1.0,test
199,1.0,test
200,1.0,test
201,1.0,test
202,1.0,test
203,1.0,test
204,1.0,test
205,1.0,test
206,1.0,test
207,1.0,test
208,1.0,test
209,1.0,test
210,1.0,test
211,1.0,test
212,1.0,test
213,1.0,test
214,1.0,test
215,1.0,test
216,1.0,test
217,1.0,test
218,1.0,test
219,1.0,test
220,1.0,test
221,1.0,test
222,1.0,test
223,1.0,test
224,1.0,test
225,1.0,test
226,1.0,test
227,1.0,test
228,1.0,test
229,1.0,test
230,1.0,test
231,1.0,test
232,1.0,test
233,1.0,test
234,1.0,test
235,1.0,test
236,1.0,test
237,1.0,test
238,1.0,test
239,1.0,test
240,1.0,test
241,1.0,test
242,1.0,test
243,1.0,test
244,1.0,test
245,1.0,test
246,1.0,test
247,1.0,test
248,1.0,test
249,1.0,test
250,1.0,test
251,1.0,test
252,1.0,test
253,1.0,test
254,1.0,test
255,1.0,test
256,1.0,test
257,1.0,test
